nevent	100
threshold	10000
load	20
frequency	0
sleep	0
Processor Clock Rate ~= 2.3941 GHz (extracted from file)
Processor Clock Rate ~= 2.3941 GHz (extracted from file)
Processor Clock Rate ~= 2.3941 GHz (extracted from file)
Processor Clock Rate ~= 2.3941 GHz (extracted from file)
A0 	Time 0 	(0.00 ms), 	Duration  4158487 	(1.737000 ms)
I38 	Time 114290174 	(47.74 ms), 	Duration    11970 	(0.005000 ms)
A39 	Time 114302144 	(47.74 ms), 	Duration  2382093 	(0.995000 ms)
I39 	Time 116684237 	(48.74 ms), 	Duration    11970 	(0.005000 ms)
A40 	Time 116696207 	(48.74 ms), 	Duration  2382093 	(0.995000 ms)
I40 	Time 119078300 	(49.74 ms), 	Duration    11970 	(0.005000 ms)
A41 	Time 119090270 	(49.74 ms), 	Duration  2382093 	(0.995000 ms)
I41 	Time 121472363 	(50.74 ms), 	Duration    11970 	(0.005000 ms)
A42 	Time 121484333 	(50.74 ms), 	Duration  2382093 	(0.995000 ms)
I42 	Time 123866426 	(51.74 ms), 	Duration    11970 	(0.005000 ms)
A43 	Time 123878396 	(51.74 ms), 	Duration  4776156 	(1.995000 ms)
I43 	Time 128654552 	(53.74 ms), 	Duration    11970 	(0.005000 ms)
A44 	Time 128666522 	(53.74 ms), 	Duration  2382093 	(0.995000 ms)
I44 	Time 131048615 	(54.74 ms), 	Duration    11970 	(0.005000 ms)
A45 	Time 131060585 	(54.74 ms), 	Duration  4776156 	(1.995000 ms)
I45 	Time 135836741 	(56.74 ms), 	Duration    11970 	(0.005000 ms)
A46 	Time 135848711 	(56.74 ms), 	Duration  4776156 	(1.995000 ms)
I46 	Time 140624867 	(58.74 ms), 	Duration    11970 	(0.005000 ms)
A47 	Time 140636837 	(58.74 ms), 	Duration  2382093 	(0.995000 ms)
I47 	Time 143018930 	(59.74 ms), 	Duration    11970 	(0.005000 ms)
A48 	Time 143030900 	(59.74 ms), 	Duration  2384487 	(0.996000 ms)
I48 	Time 145415387 	(60.74 ms), 	Duration    11970 	(0.005000 ms)
A49 	Time 145427357 	(60.75 ms), 	Duration  2379699 	(0.994000 ms)
I49 	Time 147807056 	(61.74 ms), 	Duration    11970 	(0.005000 ms)
A50 	Time 147819026 	(61.74 ms), 	Duration  2384487 	(0.996000 ms)
I50 	Time 150203513 	(62.74 ms), 	Duration    11970 	(0.005000 ms)
A51 	Time 150215483 	(62.75 ms), 	Duration  2382093 	(0.995000 ms)
I51 	Time 152597576 	(63.74 ms), 	Duration    11970 	(0.005000 ms)
A52 	Time 152609546 	(63.75 ms), 	Duration  2379699 	(0.994000 ms)
I52 	Time 154989245 	(64.74 ms), 	Duration    11970 	(0.005000 ms)
A53 	Time 155001215 	(64.74 ms), 	Duration  2384487 	(0.996000 ms)
I53 	Time 157385702 	(65.74 ms), 	Duration    11970 	(0.005000 ms)
A54 	Time 157397672 	(65.75 ms), 	Duration  4776156 	(1.995000 ms)
I54 	Time 162173828 	(67.74 ms), 	Duration    11970 	(0.005000 ms)
A55 	Time 162185798 	(67.75 ms), 	Duration  2382093 	(0.995000 ms)
I55 	Time 164567891 	(68.74 ms), 	Duration    11970 	(0.005000 ms)
A56 	Time 164579861 	(68.75 ms), 	Duration  4776156 	(1.995000 ms)
I56 	Time 169356017 	(70.74 ms), 	Duration    11970 	(0.005000 ms)
A57 	Time 169367987 	(70.75 ms), 	Duration  2382093 	(0.995000 ms)
I57 	Time 171750080 	(71.74 ms), 	Duration    11970 	(0.005000 ms)
A58 	Time 171762050 	(71.75 ms), 	Duration  2382093 	(0.995000 ms)
I58 	Time 174144143 	(72.74 ms), 	Duration    11970 	(0.005000 ms)
A59 	Time 174156113 	(72.75 ms), 	Duration  2382093 	(0.995000 ms)
I59 	Time 176538206 	(73.74 ms), 	Duration    11970 	(0.005000 ms)
A60 	Time 176550176 	(73.75 ms), 	Duration  2382093 	(0.995000 ms)
I60 	Time 178932269 	(74.74 ms), 	Duration    11970 	(0.005000 ms)
A61 	Time 178944239 	(74.75 ms), 	Duration  2382093 	(0.995000 ms)
I61 	Time 181326332 	(75.74 ms), 	Duration    11970 	(0.005000 ms)
A62 	Time 181338302 	(75.75 ms), 	Duration  2382093 	(0.995000 ms)
I62 	Time 183720395 	(76.74 ms), 	Duration    11970 	(0.005000 ms)
A63 	Time 183732365 	(76.75 ms), 	Duration  4776156 	(1.995000 ms)
I63 	Time 188508521 	(78.74 ms), 	Duration    11970 	(0.005000 ms)
A64 	Time 188520491 	(78.75 ms), 	Duration  2382093 	(0.995000 ms)
I64 	Time 190902584 	(79.74 ms), 	Duration    11970 	(0.005000 ms)
A65 	Time 190914554 	(79.75 ms), 	Duration  2382093 	(0.995000 ms)
I65 	Time 193296647 	(80.74 ms), 	Duration    11970 	(0.005000 ms)
A66 	Time 193308617 	(80.75 ms), 	Duration  2382093 	(0.995000 ms)
I66 	Time 195690710 	(81.74 ms), 	Duration    11970 	(0.005000 ms)
A67 	Time 195702680 	(81.75 ms), 	Duration  2384487 	(0.996000 ms)
I67 	Time 198087167 	(82.74 ms), 	Duration    11970 	(0.005000 ms)
A68 	Time 198099137 	(82.75 ms), 	Duration  2379699 	(0.994000 ms)
I68 	Time 200478836 	(83.74 ms), 	Duration    11970 	(0.005000 ms)
A69 	Time 200490806 	(83.75 ms), 	Duration  2382093 	(0.995000 ms)
I69 	Time 202872899 	(84.74 ms), 	Duration    11970 	(0.005000 ms)
A70 	Time 202884869 	(84.75 ms), 	Duration  2384487 	(0.996000 ms)
I70 	Time 205269356 	(85.74 ms), 	Duration    11970 	(0.005000 ms)
A71 	Time 205281326 	(85.75 ms), 	Duration  2379699 	(0.994000 ms)
I71 	Time 207661025 	(86.74 ms), 	Duration    11970 	(0.005000 ms)
A72 	Time 207672995 	(86.75 ms), 	Duration  2384487 	(0.996000 ms)
I72 	Time 210057482 	(87.74 ms), 	Duration    11970 	(0.005000 ms)
A73 	Time 210069452 	(87.75 ms), 	Duration  4773762 	(1.994000 ms)
I73 	Time 214843214 	(89.74 ms), 	Duration    11970 	(0.005000 ms)
A74 	Time 214855184 	(89.75 ms), 	Duration  2384487 	(0.996000 ms)
I74 	Time 217239671 	(90.74 ms), 	Duration    11970 	(0.005000 ms)
A75 	Time 217251641 	(90.75 ms), 	Duration  4776156 	(1.995000 ms)
I75 	Time 222027797 	(92.74 ms), 	Duration    11970 	(0.005000 ms)
A76 	Time 222039767 	(92.75 ms), 	Duration  2382093 	(0.995000 ms)
I76 	Time 224421860 	(93.74 ms), 	Duration    11970 	(0.005000 ms)
A77 	Time 224433830 	(93.75 ms), 	Duration   555423 	(0.232000 ms)
I77 	Time 224989253 	(93.98 ms), 	Duration 239411088 	(100.002000 ms)
A78 	Time 464400341 	(193.98 ms), 	Duration  1829064 	(0.764000 ms)
I78 	Time 466229405 	(194.74 ms), 	Duration    11970 	(0.005000 ms)
A79 	Time 466241375 	(194.75 ms), 	Duration  4776156 	(1.995000 ms)
I79 	Time 471017531 	(196.74 ms), 	Duration    11970 	(0.005000 ms)
A80 	Time 471029501 	(196.75 ms), 	Duration  2384487 	(0.996000 ms)
I80 	Time 473413988 	(197.75 ms), 	Duration    11970 	(0.005000 ms)
A81 	Time 473425958 	(197.75 ms), 	Duration  2379699 	(0.994000 ms)
I81 	Time 475805657 	(198.74 ms), 	Duration    11970 	(0.005000 ms)
A82 	Time 475817627 	(198.75 ms), 	Duration  2382093 	(0.995000 ms)
I82 	Time 478199720 	(199.74 ms), 	Duration    11970 	(0.005000 ms)
A83 	Time 478211690 	(199.75 ms), 	Duration  2384487 	(0.996000 ms)
I83 	Time 480596177 	(200.75 ms), 	Duration    11970 	(0.005000 ms)
A84 	Time 480608147 	(200.75 ms), 	Duration  2379699 	(0.994000 ms)
I84 	Time 482987846 	(201.74 ms), 	Duration    11970 	(0.005000 ms)
A85 	Time 482999816 	(201.75 ms), 	Duration  2384487 	(0.996000 ms)
I85 	Time 485384303 	(202.75 ms), 	Duration    11970 	(0.005000 ms)
A86 	Time 485396273 	(202.75 ms), 	Duration  2382093 	(0.995000 ms)
I86 	Time 487778366 	(203.75 ms), 	Duration    11970 	(0.005000 ms)
A87 	Time 487790336 	(203.75 ms), 	Duration  2379699 	(0.994000 ms)
I87 	Time 490170035 	(204.74 ms), 	Duration    11970 	(0.005000 ms)
A88 	Time 490182005 	(204.75 ms), 	Duration  2384487 	(0.996000 ms)
I88 	Time 492566492 	(205.75 ms), 	Duration    11970 	(0.005000 ms)
A89 	Time 492578462 	(205.75 ms), 	Duration  4776156 	(1.995000 ms)
I89 	Time 497354618 	(207.75 ms), 	Duration    11970 	(0.005000 ms)
A90 	Time 497366588 	(207.75 ms), 	Duration  2382093 	(0.995000 ms)
I90 	Time 499748681 	(208.75 ms), 	Duration    11970 	(0.005000 ms)
A91 	Time 499760651 	(208.75 ms), 	Duration  2382093 	(0.995000 ms)
I91 	Time 502142744 	(209.75 ms), 	Duration    11970 	(0.005000 ms)
A92 	Time 502154714 	(209.75 ms), 	Duration  2382093 	(0.995000 ms)
I92 	Time 504536807 	(210.75 ms), 	Duration    11970 	(0.005000 ms)
A93 	Time 504548777 	(210.75 ms), 	Duration  2382093 	(0.995000 ms)
I93 	Time 506930870 	(211.75 ms), 	Duration    11970 	(0.005000 ms)
A94 	Time 506942840 	(211.75 ms), 	Duration  2382093 	(0.995000 ms)
I94 	Time 509324933 	(212.75 ms), 	Duration    11970 	(0.005000 ms)
A95 	Time 509336903 	(212.75 ms), 	Duration  2382093 	(0.995000 ms)
I95 	Time 511718996 	(213.75 ms), 	Duration    11970 	(0.005000 ms)
A96 	Time 511730966 	(213.75 ms), 	Duration  2382093 	(0.995000 ms)
I96 	Time 514113059 	(214.75 ms), 	Duration    11970 	(0.005000 ms)
A97 	Time 514125029 	(214.75 ms), 	Duration   543452 	(0.227000 ms)
I97 	Time 514668482 	(214.98 ms), 	Duration    62246 	(0.026000 ms)
A98 	Time 514730727 	(215.00 ms), 	Duration  1776395 	(0.742000 ms)
I98 	Time 516507122 	(215.75 ms), 	Duration    11970 	(0.005000 ms)
A99 	Time 516519092 	(215.75 ms), 	Duration  2382093 	(0.995000 ms)
I99 	Time 518901185 	(216.75 ms), 	Duration    11970 	(0.005000 ms)
Inactive periods required 100.550000/216.75 milliseconds (46.390% of total)
A times: min=543452 (0.227 ms), avg=2781901 (1.162 ms), max=4776156 (1.995 ms)
I times: min=11970 (0.005 ms), avg=2407230 (1.006 ms), max=239411088 (100.002 ms)
